21818.9;0.7623;116.3165128
21260.3;0.9531;355.6322053
19037.2;0.9531;240.8199519
17162.8;0.9531;337.2483333
17050.3;0.7931;443.7384333
17031.4;0.9531;249.6704336
15130.8;0.7623;165.1699894
15016.3;0.7623;175.4496938
15007.3;0.7931;263.5333862
14890.8;0.8666;145.3864342
14743.5;0.9531;316.7112836
14477.8;0.6418;123.1467133
14299.1;0.7623;164.8533527
14068.3;0.7678;230.2140371
13966.9;0.7931;139.6672566
13454.5;0.8666;100.1562707
13385.5;0.8597;154.859206
13374.4;0.9531;391.1056611
13244.9;0.8666;260.5824742
13169.1;0.6418;134.8216857
13070.8;0.7931;171.9651972
12931.4;0.7176;164.514965
12857.1;0.9531;216.9804119
12499;0.7678;261.6037291
12264.4;0.7931;260.9926497
12231.5;0.7623;118.465016
12221.4;0.9531;423.9702998
12090.1;0.8666;248.0031834
11891.1;0.9531;180.8793987
11715.6;0.8666;222.7626799
11425.7;0.9531;161.7949552
11385.3;0.8666;205.4154094
11314.9;0.9531;325.1951506
11192.2;0.8666;194.4655627
11148.5;0.9531;201.4360207
11138.7;0.9531;282.2738366
11035.7;0.8666;169.0962471
11018.5;0.3378;29.27078329
10980.6;0.9531;265.7446452
10958.6;0.9531;220.8833987
10956.5;0.7623;180.13445
10919.2;0.9531;339.76
10900.5;0.9531;230.6730819
10896.6;0.9531;308.0140191
10865.7;0.8666;165.5133879
10862.6;0.9531;337.4272973
10854.5;0.8666;193.652037
10750.3;0.7623;145.3618219
10732.1;0.9531;116.9404076
10718.8;0.8666;169.2866036
10687;0.7623;125.0538497
10665.9;0.9531;304.007062
10663;0.7678;254.9897345
10601.1;0.8597;256.5539063
10598;0.9531;150.5210264
10492.2;0.8666;212.8655914
10470.4;0.9531;247.5401961
10448;0.9531;202.1652395
10437.2;0.8597;196.7045472
10436.7;0.8666;151.3464792
10406.6;0.7678;266.4918277
10287.4;0.5224;171.9990447
10250.4;0.9531;155.5019543
10126.8;0.8597;115.2000302
10109.7;0.8666;252.0318242
10037;0.9531;262.519276
10024.2;0.9531;160.3176768
9865.33;0.7176;196.1431505
9839.35;0.7931;206.1607357
9834.74;0.9531;129.1422942
9826.99;0.8597;207.9988588
9808.23;0.8666;133.7806362
9801.15;0.9531;199.3715658
9792.21;0.7623;250.3696815
