79.9;11.9;83.87;73.81;32.81;1464.68;92.85;100;0;55.96427624;8.983995048;15.25333805;53.47952958;0.874;0.48;1.19;6.94;9244.837376;152.8968943
79.9;11.9;83.87;73.81;32.81;1464.68;92.85;100;0;55.46457814;10.92915628;15.16553934;53.82698469;0.874;0.48;1.19;6.94;8194.102603;97.39557547
79.9;11.9;83.87;73.81;32.81;1464.68;92.85;100;0;55.09065551;11.9944212;12.55230126;54.81171548;0.874;0.48;1.19;6.94;9160.376499;109.1563493
72.97;10.08;52.41;32.33;3.24;388.58;92.6;99.61;1.37;52.68120212;11.34354744;24.33706541;48.43842074;0.684;13.63;14.26;40.46;15576.31956;96.667981
69.92;9.59;48.39;25.38;1.31;318.63;88.84;97.92;4.04;51.3143267;3.360229514;28.16568047;42.23776224;0.641;14.98;24.39;50.99;5745.392909;67.49224418
69.9;10.48;45.37;24.03;1.38;318.38;89.47;97.62;2.24;51.37405006;4.600605734;25.75298686;42.21371635;0.642;15.53;21.16;52.53;24015.08936;76.17504614
71.42;10.05;55.75;34.16;2.52;359.63;95.64;99.71;1.28;53.32747639;7.533494399;23.12760817;43.99297167;0.675;11.7;18.02;54.16;40417.59462;90.17097224
69.53;10.09;46.21;27.48;1.8;311.98;87.56;98.51;0.69;52.09843874;4.996030696;25.71050542;44.12278381;0.637;17.63;20.93;54.22;18623.98188;63.71552462
71.09;9.5;50.31;30.39;1.33;356.34;91.92;99.86;2.14;52.77576854;4.72875226;23.97830018;48.5443038;0.663;15.35;23.49;50.49;19270.63689;88.41252705
73.7;10.7;58.76;37.15;6.33;464.38;90.94;100;0.74;53.23487646;7.188298779;20.89463221;48.56574837;0.725;6.6;12.32;35.15;18563.34308;85.31931141
74.62;10.24;55.81;35.46;7.27;527.09;94.21;98.63;0.38;52.86611952;6.222749423;21.86137471;47.73980508;0.717;13.16;16.7;36.55;12670.08783;94.00609274
71.09;9.5;50.31;30.39;1.33;356.34;91.92;99.86;2.14;52.64957265;3.418803419;26.83760684;47.69230769;0.663;15.35;23.49;50.49;11291.6948;78.0212709
74.54;10.73;61.77;43.06;5.55;518.1;89.48;99.79;0.66;53.33991445;6.989141165;21.05955907;50.02303389;0.731;5.65;7.19;30.07;20119.29492;62.73919061
76.9;11.26;72.41;58.08;13.67;769.12;95.78;100;0.14;55.05201483;8.716967595;18.07963649;53.10295349;0.788;3.46;6.17;18.08;11482.56904;89.83130139
78.85;10.63;76.42;63.54;20.41;974.09;98.22;99.22;0.31;54.35684647;4.445761707;16.53823355;53.82335507;0.811;3.45;4.13;18.67;47289.80104;81.6807827
79.38;11.56;80.43;67.1;26.98;1356.61;98.89;98.55;0.2;56.02750809;7.564724919;17.03074434;51.13268608;0.85;4.51;3.72;14.57;8538.466892;139.3025781
79.38;11.56;80.43;67.1;26.98;1356.61;98.89;98.55;0.2;55.96330275;13.28885182;13.53906033;54.08673895;0.85;4.51;3.72;14.57;11326.34984;141.8764628
78.28;10.89;71.98;56.59;15.69;858.7;97.35;99.67;0;55.39826986;10.09998877;15.67239636;53.18503539;0.797;3.07;4.62;18.24;14518.74799;103.2973298
75.74;10.08;65.29;50.64;8.97;672.11;96.33;99.46;0;54.33287483;8.807886291;19.19761577;46.81338835;0.764;6.75;10.28;30.34;15061.55372;99.16982513
73.02;10.01;49.9;32.53;2.62;392.26;91.71;98.99;1.01;53.21119103;7.447471258;22.03658606;44.88588095;0.678;8.85;16.7;41.67;28685.88952;83.81264305
73.32;9.84;51.24;31.97;4.98;414.51;90.48;93.75;4.81;52.29747676;7.118193891;23.87782205;49.93359894;0.68;11.25;17.32;43.72;7982.921442;101.9302328
76.29;10.11;65.11;50.09;14.02;728.95;93.65;99.13;0.32;54.55770094;7.409070498;18.94925909;53.83924562;0.753;7.71;7.94;24.33;6149.680133;91.83745115
74.3;10.77;58.28;39.83;5.78;509.3;96.42;99.33;0.1;53.49264706;8.582261029;19.7265625;49.79319853;0.72;9.43;9.94;32.29;20099.59701;139.8177846
73.44;10.95;56.78;37.72;3.64;434;98.2;99.76;0.51;53.13609467;8.047337278;22.24852071;49.58579882;0.704;8.78;14.34;37.45;25369.2936;106.292987
76.9;11.26;72.41;58.08;13.67;769.12;95.78;100;0.14;53.93124694;8.29657635;18.16145068;53.56717776;0.788;3.46;6.17;18.08;16579.21376;114.4774009
74.58;9.81;38.04;22.1;1.54;572.28;94.25;100;0.16;51.46834961;4.427248509;25.15856907;36.70239756;0.675;19.03;18.33;46.52;21304.17719;103.0862217
68.31;9.08;30.54;15.14;1.28;251.09;93.53;93.88;1.42;51.40700069;2.196293754;31.15991764;39.39601922;0.582;27.03;32.11;65.89;11406.35361;200.3894382
69.68;9;39.35;20.65;1.5;312.19;90.64;92.62;3.49;51.85298155;5.475064816;24.56916273;41.75690102;0.624;18.96;23.11;53.03;30464.10482;120.76622
70.92;10.06;41.25;20.34;1.34;340.4;93.55;99.38;3.35;51.25953465;5.365040703;25.10095507;45.20223063;0.639;17.96;17.65;53.47;7786.490709;90.98930872
75.7;10.49;59.8;36.16;6.17;596.66;95.85;100;1.54;52.36275191;5.837387074;22.11605281;48.12369701;0.749;5.69;8.28;29.48;16481.14092;100.7649641
79.9;11.9;83.87;73.81;32.81;1464.68;92.85;100;0;52.58493353;5.612998523;23.19054653;45.79025111;0.874;0.48;1.19;6.94;23825.88955;91.51187539
80.78;11.94;90.63;83.11;55.37;3335.12;99.07;99.71;0;55.34531383;8.257362104;15.34072277;55.92247655;0.921;0.18;0.8;2.84;6314.677134;163.3776162
81.24;12.12;94.53;88.44;61.06;4748.58;98.61;100;0;57.67825188;13.12599239;11.62134234;55.88124102;0.945;0;0.17;0.5;11006.43261;200.5758791
81.27;11.98;90.72;84.22;55.52;4958.86;95.81;99.89;1.35;56.15581182;12.05936312;11.64329708;55.26470974;0.937;0.07;1.43;3.58;12893.83153;257.5189375
80.2;11.79;86.12;78.38;45.61;2552.7;98.29;99.82;0.06;57.59060451;12.97643922;11.99293897;53.58094964;0.898;0.69;1.12;4.68;9779.943433;160.2462608
72.97;10.08;52.41;32.33;3.24;388.58;92.6;99.61;1.37;53.06122449;10.38961039;19.10946197;52.50463822;0.684;13.63;14.26;40.46;14239.71958;117.8393347
78.85;10.63;76.42;63.54;20.41;974.09;98.22;99.22;0.31;56.37341244;10.92982294;14.65653101;55.43710021;0.811;3.45;4.13;18.67;12781.21266;136.5330087
73.69;9.83;49.03;27.96;4.06;460.81;93.12;97.09;2.65;53.30444204;6.879739978;23.07692308;49.02491874;0.688;11.85;14.93;40.56;72160.89957;99.825662
77.3;10.86;71.66;53.31;15.27;879.83;96.95;99.69;0.99;53.3632287;9.304932735;17.00298954;53.43796712;0.8;4.25;5.75;22.2;30514.76875;205.2455615
80.69;11.96;87.37;77.71;46.58;2898.02;98.63;99.92;0.44;56.36057287;11.94421043;12.46840775;56.96901619;0.915;1.84;1.43;6.67;8693.052958;184.9267797
73.32;9.84;51.24;31.97;4.98;414.51;90.48;93.75;4.81;51.00424874;2.945152569;28.05137119;45.94438007;0.68;11.25;17.32;43.72;2918.97022;97.64398908
75.24;11.11;69.37;52.84;9.16;562.07;93.32;99.93;1.03;50.54432348;4.821150855;19.12908243;50.23328149;0.753;3.06;4.66;21.97;15707.55935;164.349896
80.13;10.88;82.41;73.55;41.05;2495.46;94.4;100;0;54.42876966;10.24514339;15.52960222;54.5906568;0.869;1.73;2.42;11.68;10800.70269;150.6549613
79.11;10.77;79.43;65.95;21.37;1100.12;98.72;98.41;1.15;50.65963061;5.408970976;20.9762533;48.41688654;0.828;2.01;3.34;11.59;1009.380687;113.8592414
80.13;10.88;82.41;73.55;41.05;2495.46;94.4;100;0;53.01204819;7.705239563;16.6152984;53.65648641;0.869;1.73;2.42;11.68;2101.555799;101.9269959
79.11;10.77;79.43;65.95;21.37;1100.12;98.72;98.41;1.15;55.9767625;10.33871603;15.97085467;52.90468688;0.828;2.01;3.34;11.59;1932.037115;121.2271212
76.02;11.12;65.68;50.66;12.65;690.18;93.11;98.53;3.1;53.06447334;9.180153887;18.46643672;53.96656938;0.764;5.36;10.22;20.8;16479.00416;213.5886037
80.13;10.88;82.41;73.55;41.05;2495.46;94.4;100;0;56.04228514;9.984794729;14.25675186;55.65129245;0.869;1.73;2.42;11.68;14946.33629;171.4664783
80.69;11.96;87.37;77.71;46.58;2898.02;98.63;99.92;0.44;54.31392348;6.563446651;18.57960283;51.73342309;0.915;1.84;1.43;6.67;2886.733447;178.0748827
80.69;11.96;87.37;77.71;46.58;2898.02;98.63;99.92;0.44;55.08141494;7.38349242;16.05839416;53.80404267;0.915;1.84;1.43;6.67;4632.141379;244.1097896
75.65;10.45;59.87;41;6.88;624.52;99.39;99.8;0.61;54.67526485;9.85720866;19.11561492;50.02303086;0.752;5.7;10.24;31.47;9350.83763;160.2954495
79.91;11.71;81.7;69.13;30.63;1591.4;98.97;100;0.19;56.25464822;13.05964599;12.76215975;54.11274729;0.874;1.31;2.7;8.51;9480.637707;148.8290145
78.85;10.63;76.42;63.54;20.41;974.09;98.22;99.22;0.31;55.74099504;11.48199007;15.58043731;54.61075314;0.811;3.45;4.13;18.67;15925.01646;132.6348351
78.1;11.75;68.56;54.72;17.61;957.86;94.78;99.66;0.07;52.83218634;5.2541027;23.54420328;45.77818952;0.809;5.99;5.19;22.9;2175.538769;101.55125
80.13;10.88;82.41;73.55;41.05;2495.46;94.4;100;0;52.31958763;2.319587629;16.62371134;53.99484536;0.869;1.73;2.42;11.68;50216.00973;150.1139037
79.91;11.71;81.7;69.13;30.63;1591.4;98.97;100;0.19;57.03977473;7.778951074;12.86518831;53.5374868;0.874;1.31;2.7;8.51;11821.01631;151.512772
79.34;11.91;81.23;71.63;29.3;1349.46;94.67;100;0;56.54355342;13.29791719;13.01121511;52.6730753;0.85;1.42;3.2;9.38;8381.946974;136.3350539
78.1;11.75;68.56;54.72;17.61;957.86;94.78;99.66;0.07;55.0353322;10.65887648;16.70680194;50.3138447;0.809;5.99;5.19;22.9;12868.81965;122.2187699
79.11;10.77;79.43;65.95;21.37;1100.12;98.72;98.41;1.15;55.55555556;10.49610496;15.33415334;52.31652317;0.828;2.01;3.34;11.59;10118.41646;102.679653
79.81;11.14;82.16;70.66;28.5;1426.89;98.38;99.86;0.97;54.28384565;10.66056246;13.14584696;56.11510791;0.853;1.8;4.04;9.75;13428.86276;119.5667934
78.85;10.63;76.42;63.54;20.41;974.09;98.22;99.22;0.31;54.04797601;3.148425787;22.7886057;49.40029985;0.811;3.45;4.13;18.67;55945.22434;90.36445946
79.9;11.9;83.87;73.81;32.81;1464.68;92.85;100;0;56.64556962;3.955696203;15.18987342;53.9556962;0.874;0.48;1.19;6.94;221727.2341;90.44763025
78.87;11.44;80.19;64.83;21.87;978.33;100;99.02;0;54.74209651;4.159733777;19.46755408;50.08319468;0.826;2.65;3.14;13.15;44244.29891;154.0655893
71.42;10.05;55.75;34.16;2.52;359.63;95.64;99.71;1.28;51.61997564;4.3727162;26.49817296;41.56516443;0.675;11.7;18.02;54.16;25460.57826;90.051804
75.87;11.06;63.97;44;8.86;607.22;98.07;100;0.52;53.95376525;9.167576148;18.36491715;45.84780236;0.761;5.49;6.44;24.12;15150.15636;105.6235512
69.2;9.68;43.66;26.75;1.53;304.86;95.16;99.64;0.58;51.49077444;4.679818681;25.49639277;44.83176914;0.638;17.25;21.54;54.73;20845.22821;91.41123688
69.53;10.09;46.21;27.48;1.8;311.98;87.56;98.51;0.69;51.91550952;3.998371704;25.61852639;43.74236736;0.637;17.63;20.93;54.22;14282.93104;75.77952014
72.24;9.74;49.34;28.17;1.69;370.81;96.4;99.03;1;52.34849192;4.337473153;23.31216734;47.28732842;0.667;12.7;17.25;42.89;27634.79868;103.3374305
72.69;10.16;50.43;31.09;3.15;379.89;97.56;98.78;0.67;52.92550749;5.514221855;23.45304798;46.3855975;0.687;12.1;15.27;42.01;16491.51491;103.3691457
74.9;10.66;63.07;44.58;8.12;555.83;96.19;100;0.69;53.5752203;7.601656227;19.85614184;48.61715681;0.742;6.31;10.19;28.8;15808.77175;105.357769
76.66;10.85;70.82;52.59;9.69;687.05;98.06;100;0.25;53.82199866;8.167359637;18.57645451;50.49283284;0.785;2.02;5.85;22.13;10027.8574;116.7402876
74.3;10.77;58.28;39.83;5.78;509.3;96.42;99.33;0.1;53.83375547;6.49320746;22.21966383;47.84711029;0.72;9.43;9.94;32.29;17593.39137;101.6308713
71.09;9.5;50.31;30.39;1.33;356.34;91.92;99.86;2.14;51.86972256;2.412545235;25.57297949;46.56212304;0.663;15.35;23.49;50.49;18184.36667;107.3566395
71.09;9.5;50.31;30.39;1.33;356.34;91.92;99.86;2.14;50;4.319852941;24.72426471;47.61029412;0.663;15.35;23.49;50.49;39204.08925;93.40176471
72.97;10.08;52.41;32.33;3.24;388.58;92.6;99.61;1.37;53.74358974;5.538461538;22.90598291;48.1025641;0.684;13.63;14.26;40.46;16167.0182;95.75121014
72.97;10.08;52.41;32.33;3.24;388.58;92.6;99.61;1.37;53.77041585;6.868991081;21.62631762;49.75095564;0.684;13.63;14.26;40.46;32134.35261;99.15111361
76.28;10.62;67.21;51.99;10.99;639.18;96.71;100;0;53.79322602;7.00756614;19.34189814;51.62494287;0.764;5.84;7.14;23.23;13333.83159;83.08112285
75.24;11.11;69.37;52.84;9.16;562.07;93.32;99.93;1.03;54.68137611;8.172448831;19.16823922;51.68384381;0.753;3.06;4.66;21.97;12408.26183;100.4390233
75.74;10.08;65.29;50.64;8.97;672.11;96.33;99.46;0;52.82541975;5.777216104;21.88120599;44.6109406;0.764;6.75;10.28;30.34;2894.933291;131.3230284
79.81;11.14;82.16;70.66;28.5;1426.89;98.38;99.86;0.97;55.34370296;11.48304781;16.07770052;53.73808329;0.853;1.8;4.04;9.75;10358.15986;140.8089927
80.04;12.76;89.22;80.94;46.47;2129.84;97.98;100;0.14;56.42299054;11.59333186;12.51383924;51.80780059;0.898;0.62;1.55;5.14;7380.899986;164.7197255
79.9;11.9;83.87;73.81;32.81;1464.68;92.85;100;0;54.16276894;9.120673527;15.90271282;52.7595884;0.874;0.48;1.19;6.94;1139.943469;134.1994793
74.83;9.73;62.2;43.42;6.32;551.3;95.85;98.91;1.61;53.15565032;6.460554371;20.7249467;49.40298507;0.731;7.43;8.97;31.35;1645.216633;129.3017358
75.74;10.08;65.29;50.64;8.97;672.11;96.33;99.46;0;54.21863536;4.988994864;8.950843727;55.53925165;0.764;6.75;10.28;30.34;29388.30391;157.0446544
70.92;10.06;41.25;20.34;1.34;340.4;93.55;99.38;3.35;54.58207452;5.941591138;22.4572004;47.93554884;0.639;17.96;17.65;53.47;19725.99892;167.8625971
71.42;10.05;55.75;34.16;2.52;359.63;95.64;99.71;1.28;53.52593973;3.355079217;29.07735322;39.70177074;0.675;11.7;18.02;54.16;41321.54862;119.7900347
70.92;10.06;41.25;20.34;1.34;340.4;93.55;99.38;3.35;51.78197065;3.114705001;26.11560347;43.90536089;0.639;17.96;17.65;53.47;34672.65776;104.8320332
73.69;9.83;49.03;27.96;4.06;460.81;93.12;97.09;2.65;54.49438202;6.988764045;22.17977528;48.96629213;0.688;11.85;14.93;40.56;15563.91796;111.5938605
78.87;11.44;80.19;64.83;21.87;978.33;100;99.02;0;56.91811979;12.31993935;11.3343442;55.43972707;0.826;2.65;3.14;13.15;9845.21047;148.7804162
